iter	Logloss
0	0.6653587222
1	0.6322755218
2	0.5949233174
3	0.572281599
4	0.5394718647
5	0.5144808292
6	0.4911205471
7	0.473834753
8	0.4574119151
9	0.4418011308
10	0.4269468486
11	0.4128108621
12	0.3956374526
13	0.3757575154
14	0.3608209491
15	0.3498069048
16	0.3363668323
17	0.3264570832
18	0.3143459558
19	0.3029306531
20	0.2893610895
21	0.2815308571
22	0.2740452886
23	0.2668551207
24	0.2599487901
25	0.2533338964
26	0.2451330721
27	0.2373674214
28	0.2279729694
29	0.2210467458
30	0.2159525156
31	0.2110373974
32	0.2063035965
33	0.2004321218
34	0.1961101294
35	0.1906918585
36	0.1867015362
37	0.1816969812
38	0.1754779816
39	0.1719944477
40	0.1676113605
41	0.1634142548
42	0.1593953073
43	0.1555461437
44	0.1506839991
45	0.1468712986
46	0.1442935765
47	0.1400028169
48	0.1376367509
49	0.1346276402
50	0.1324186921
51	0.1296081841
52	0.1260375679
53	0.1234661266
54	0.1207617521
55	0.1175527722
56	0.114480719
57	0.1115418971
58	0.1087255776
59	0.1067130268
60	0.1052561849
61	0.1038321182
62	0.1024433523
63	0.1010833532
64	0.09975481778
65	0.09845662117
66	0.09718592465
67	0.09594507515
68	0.0947304219
69	0.09354186058
70	0.09238123894
71	0.09124593437
72	0.0897564739
73	0.08782590181
74	0.08596652746
75	0.08496578038
76	0.08398701996
77	0.08302731812
78	0.08208684623
79	0.08116780221
80	0.08026386797
81	0.07867438346
82	0.07782120258
83	0.07631651312
84	0.07486054301
85	0.07345470041
86	0.07209767401
87	0.07078506052
88	0.06951603293
89	0.06883884966
90	0.06817796826
91	0.0675259456
92	0.06636248529
93	0.06523797661
94	0.064639166
95	0.06356854737
96	0.06300079823
97	0.06244272739
98	0.06189705804
99	0.06090979278
100	0.05992571265
101	0.05940193683
102	0.05888000876
103	0.05794982612
104	0.05703527853
105	0.05618425459
106	0.05573397875
107	0.05491501093
108	0.05411753803
109	0.05333835632
110	0.05292753875
111	0.05217849091
112	0.05178356171
113	0.05139511079
114	0.05100982264
115	0.05030784011
116	0.04962234199
117	0.04895289242
118	0.04829956964
119	0.04795758426
120	0.04732774943
121	0.04699704796
122	0.04667171091
123	0.04606984556
124	0.04575514793
125	0.04517821968
126	0.04487380385
127	0.04431528598
128	0.0440235585
129	0.04348368198
130	0.04320107773
131	0.04292131215
132	0.04264594987
133	0.04213704914
134	0.04163855314
135	0.04115258157
136	0.04089718685
137	0.04042461887
138	0.03996429592
139	0.03951305896
140	0.03927614912
141	0.03884015977
142	0.03861349076
143	0.03818979114
144	0.03796812519
145	0.03775098175
146	0.03753512725
147	0.03732378781
148	0.03711144626
149	0.03671899438
150	0.03651669621
151	0.03613520414
152	0.03593663499
153	0.03556894511
154	0.03537694365
155	0.03518720716
156	0.03483160958
157	0.03448621184
158	0.0343051292
159	0.03412812203
160	0.03379204869
161	0.03362140805
162	0.03329706192
163	0.03312734142
164	0.03296110034
165	0.03265060112
166	0.03248784319
167	0.03232872859
168	0.03202930838
169	0.03173325211
170	0.03144633025
171	0.03116055205
172	0.03088350967
173	0.03073780239
174	0.03045008332
175	0.03016320243
176	0.02988274023
177	0.02973723412
178	0.02959806845
179	0.02934552729
180	0.02921411023
181	0.02896561287
182	0.02872208506
183	0.02859659493
184	0.02847118862
185	0.02823530883
186	0.02811498567
187	0.02799226344
188	0.02787298523
189	0.02775414288
190	0.02763642743
191	0.02751866728
192	0.02740203217
193	0.02728579566
194	0.02706642076
195	0.02685161307
196	0.02663928457
197	0.02642856166
198	0.02631985396
199	0.02611501887
200	0.02591450885
201	0.02571343817
202	0.0256110616
203	0.02550880425
204	0.02541019022
205	0.02530925348
206	0.0252086781
207	0.02501918375
208	0.02483148687
209	0.02464827709
210	0.02446635067
211	0.02428638563
212	0.02411102504
213	0.02393666841
214	0.02384542488
215	0.02375718206
216	0.02358879149
217	0.02341911942
218	0.02333544567
219	0.02324960753
220	0.02316436917
221	0.02307933383
222	0.02299729921
223	0.02283539623
224	0.02267777547
225	0.02252412587
226	0.02236914635
227	0.02229016274
228	0.02213994972
229	0.02199077979
230	0.02191627771
231	0.02176939137
232	0.02162602916
233	0.02155320719
234	0.02147782221
235	0.02133986354
236	0.02120010741
237	0.02106403001
238	0.02099381201
239	0.0208596997
240	0.02072639205
241	0.02059483528
242	0.02052866668
243	0.02046080492
244	0.0203957893
245	0.02026928216
246	0.02020219341
247	0.02007708699
248	0.01995547116
249	0.01983241364
250	0.01971295103
251	0.01965098083
252	0.01958904788
253	0.01947167888
254	0.01941338927
255	0.01929717511
256	0.01918180473
257	0.01907031611
258	0.01895926893
259	0.01890014298
260	0.01884425804
261	0.01878833398
262	0.01867972687
263	0.0186246857
264	0.01856999844
265	0.01851495728
266	0.01841083728
267	0.01830519177
268	0.018203035
269	0.0181011986
270	0.01800036244
271	0.0179506056
272	0.01789832488
273	0.01784904487
274	0.01779720373
275	0.01774808764
276	0.01764969155
277	0.01755490154
278	0.01746091247
279	0.01741299778
280	0.01736532524
281	0.01727229543
282	0.01722573861
283	0.01713391393
284	0.01708735712
285	0.01704080217
286	0.01695073582
287	0.01690746658
288	0.01681819931
289	0.01677525043
290	0.01673021913
291	0.01664447412
292	0.01655969396
293	0.01651506498
294	0.01643108204
295	0.01634999365
296	0.01630655676
297	0.01622674055
298	0.01614444703
299	0.01606559381
300	0.01602311805
301	0.01598305069
302	0.01594338566
303	0.01590419933
304	0.01586501114
305	0.01578744315
306	0.01571138762
307	0.01567260362
308	0.01559671387
309	0.0155584896
310	0.01548387483
311	0.01544191781
312	0.01540442929
313	0.0153156016
314	0.01527602971
315	0.01523161493
316	0.01515648142
317	0.01508635469
318	0.0150169516
319	0.01498001069
320	0.01491101272
321	0.01487751398
322	0.01480931323
323	0.01474095695
324	0.01467315853
325	0.01463998109
326	0.01460480224
327	0.01457186323
328	0.01453924552
329	0.01450430416
330	0.01447153091
331	0.01443899609
332	0.01437304169
333	0.01430988871
334	0.01427775621
335	0.01424601953
336	0.01421195921
337	0.01414913591
338	0.01408734918
339	0.01405601576
340	0.01402515918
341	0.01396329887
342	0.01390247419
343	0.0138713792
344	0.01381399855
345	0.01378282905
346	0.01375261508
347	0.01372200623
348	0.01366238389
349	0.0136059653
350	0.01354642585
351	0.01349009015
352	0.01343431324
353	0.01340458542
354	0.0133750122
355	0.0133199608
356	0.0132648265
357	0.01323589589
358	0.01320657134
359	0.01318020187
360	0.01315150969
361	0.01312515046
362	0.01307106204
363	0.01304236986
364	0.01298907958
365	0.01296287496
366	0.01290990598
367	0.01288426109
368	0.0128315296
369	0.01280356199
370	0.01275364123
371	0.01272567362
372	0.01267631166
373	0.01265178621
374	0.01262390055
375	0.01259889826
376	0.01254721358
377	0.01252277009
378	0.01247428916
379	0.01245032251
380	0.01239912398
381	0.01235176064
382	0.01232707966
383	0.01230304036
384	0.01227915753
385	0.01225527376
386	0.01222891174
387	0.0121813938
388	0.01213475503
389	0.0120885931
390	0.01204171777
391	0.01199619845
392	0.01197247952
393	0.01192912832
394	0.01188384742
395	0.01183864847
396	0.01179337781
397	0.01177310199
398	0.01175034698
399	0.01170594618
400	0.01166115142
401	0.01161964424
402	0.01157540828
403	0.01155553665
404	0.01153365243
405	0.01149006002
406	0.01144895516
407	0.01142691541
408	0.011407841
409	0.01138588414
410	0.01136433147
411	0.01132385898
412	0.01128379069
413	0.01126199868
414	0.01122272853
415	0.01120077167
416	0.01116166636
417	0.01112200134
418	0.01110084262
419	0.01108241081
420	0.01106133405
421	0.01104274578
422	0.01102190837
423	0.01100347564
424	0.01096493006
425	0.01094441302
426	0.01090571098
427	0.01086748671
428	0.0108496137
429	0.01082909666
430	0.01081162691
431	0.01077331975
432	0.01073573716
433	0.01071818545
434	0.01068084128
435	0.01066385023
436	0.01062611118
437	0.01059165038
438	0.01057201345
439	0.01053779945
440	0.01050149184
441	0.0104679931
442	0.01044788025
443	0.01043073181
444	0.01039747149
445	0.01036141254
446	0.0103282351
447	0.01029273495
448	0.01025979593
449	0.0102429688
450	0.01022638008
451	0.01019143872
452	0.01017476805
453	0.0101584997
454	0.01012652367
455	0.01009182166
456	0.01007523295
457	0.01005904749
458	0.01004293561
459	0.0100110434
460	0.009995251894
461	0.009963358752
462	0.009947733954
463	0.009916316718
464	0.009882339276
465	0.009851243347
466	0.009835774079
467	0.009819671512
468	0.009804202244
469	0.009773345664
470	0.009758517146
471	0.00974241551
472	0.009711879306
473	0.009699292481
474	0.009668922052
475	0.00965353474
476	0.009638147429
477	0.009608336724
478	0.009578360245
479	0.009562972933
480	0.009533400647
481	0.009518013336
482	0.00950615108
483	0.009491323493
484	0.009461512789
485	0.009431939572
486	0.009405331686
487	0.009390586987
488	0.009361417964
489	0.009346828796
490	0.009321019053
491	0.009306035936
492	0.009291611612
493	0.009276701137
494	0.009250735864
495	0.00923655089
496	0.009222520515
497	0.009207858704
498	0.009182370268
499	0.00915376097
